number,id,title,youtube,cohort,topic,narrow,theist_speaker,non_theist_speaker,theist_words,non_theist_words,unknown_words,excluded_words,source_words,teaser_spans,source_note,theist_unsupported,theist_protected_slogan,theist_protected_any,theist_borderline_unsupported,theist_borderline_protected,theist_unsupported_with_emotion,non_theist_unsupported,non_theist_protected_slogan,non_theist_protected_any,non_theist_borderline_unsupported,non_theist_borderline_protected,non_theist_unsupported_with_emotion,theist_unsupported_rate,theist_protected_slogan_rate,theist_protected_any_rate,theist_borderline_unsupported_rate,theist_borderline_protected_rate,non_theist_unsupported_rate,non_theist_protected_slogan_rate,non_theist_protected_any_rate,non_theist_borderline_unsupported_rate,non_theist_borderline_protected_rate
210,paterson-schmid-divine-hiddenness-relationship-2026,Divine Hiddenness and Religious Evidence: Joe Schmid vs. Dan Paterson,https://www.youtube.com/watch?v=Ed8Gb7zaLIM,later,"Evil, suffering & hiddenness",True,Dan Paterson,Joseph Schmid,6666,5528,26,1507,13727,2,"Reviewed all supplied events E0–E2186. Attribution uses conversational turns; isolated acknowledgments and laughter sometimes remain uncertain without audio. The transcript contains apparent transcription errors and promotional inserts. Referenced videos, empirical claims, and biblical interpretations were not independently verified. No confirmed unsupported slogan was identified; the candidates concern genuinely uncertain protective uses.",0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.5001500150015001,1.5001500150015001,0.0,0.0,0.0,0.0,0.0
211,baggini-baker-hytch-divine-hiddenness-2025,Divine Hiddenness and Evidential Ambiguity: Julian Baggini vs. Max Baker-Hytch,https://www.youtube.com/watch?v=djyjKuN9o98,later,"Evil, suffering & hiddenness",True,Max Baker-Hytch,Julian Baggini,4659,4683,243,1796,11381,1,"Reviewed all supplied events, E0–E1577. Attribution uses conversational context; several events contain turn changes and receive U. The unlabelled transcript contains recognition errors and provides no audio for resolving interruptions. E780–E783 appears to be A asking B a follow-up, despite the supplied B anchor. The promotional montage is excluded; it is not demonstrably a replay of this debate.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,craig-carrier-resurrection-2009,Resurrection Evidence and Naturalistic Alternatives: William Lane Craig vs. Richard Carrier,https://www.youtube.com/watch?v=akd6qzFYzX8,later,Resurrection & historical evidence,True,William Lane Craig,Richard Carrier,7083,8993,15,946,17037,0,"Reviewed all supplied events E0–E2577. Attribution follows speaking turns and local context, including words displaced across applause markers. The transcript contains apparent recognition errors and two mixed transition events; no audio verification was performed. The announced audience question period is not supplied. Quoted allegations about another speaker's beliefs are not treated as that speaker's own statements.",1,1,2,0,0,1,0,0,0,0,0,0,1.4118311449950587,1.4118311449950587,2.8236622899901174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,pageau-woodford-metaphorical-truth-2020,Metaphorical Truth and Religious Patterns: Jonathan Pageau vs. Stephen Woodford,https://www.youtube.com/watch?v=CsqVRauiAn4,later,"Religion, culture & meaning",False,Jonathan Pageau,Stephen Woodford,7241,6585,355,830,15011,0,"Reviewed all supplied events E0–E2264. Attribution uses conversational continuity and the supplied anchors; events containing inseparable speaker changes are U. The transcript has apparent recognition errors, missing words, and a reported connection interruption around E1544–E1546. Exact quotations preserve its wording. No edited teaser replay was identifiable. Findings concern these particular uses, not the truth of either speaker's overall position.",1,0,2,1,2,0,0,0,0,1,0,0,1.3810247203424941,0.0,2.7620494406849883,1.3810247203424941,2.7620494406849883,0.0,0.0,0.0,1.5186028853454823,0.0
215,horn-oconnor-christian-belief-2022,Why Be a Christian? Trent Horn vs. Alex O'Connor,https://www.youtube.com/watch?v=dFYrfKHSV2k,later,"Scripture, revelation & doctrine",True,Trent Horn,Alex O'Connor,8578,11992,501,2672,23743,0,"Reviewed all supplied events E0–E3796. Attribution follows conversational context, not ideology. The transcript lacks speaker labels and contains transcription errors and combined turns; inseparably mixed events are U. Music markers interrupting otherwise continuous arguments are O. No edited teaser replays were identifiable. Candidates below are uncertain episodes, not confirmed unsupported slogans; later qualifications materially limit the possible protective readings.",0,0,0,2,2,0,0,0,0,0,0,0,0.0,0.0,0.0,2.331545814875262,2.331545814875262,0.0,0.0,0.0,0.0,0.0
216,harris-wolpe-religion-science-2007,"Religion, Science, and Meaning: Sam Harris vs. David Wolpe",https://www.youtube.com/watch?v=OSBaAT6WPmk,later,"Religion, culture & meaning",False,Rabbi David Wolpe,Sam Harris,6939,7480,1463,1948,17830,0,"Reviewed all supplied events E0–E2534. The transcript contains transcription errors and frequent speaker changes within events; U marks inseparably mixed or genuinely uncertain events. Attribution follows conversational context, not ideological content. No edited teaser replay is identifiable. Findings concern these uses of claims, not their truth or debate merit.",0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4411298457991064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,douthat-oconnor-religious-belief-obligation-2026,Religious Belief as an Obligation: Ross Douthat vs. Alex O'Connor,https://www.youtube.com/watch?v=Zp4xlI6-dlY,later,"Religion, culture & meaning",False,Ross Douthat,Alex O'Connor,11944,7445,36,413,19838,0,"Reviewed all supplied events E0–E3275. Attribution follows conversational turns, including identifiable brief responses; O includes greetings, advertising, and closing promotion. The transcript contains occasional missing turn markers, mixed fragments, and apparent transcription errors. No audio or external sources were consulted. No edited teaser replay was identifiable.",1,1,4,2,2,1,0,0,0,0,0,0,0.8372404554588078,0.8372404554588078,3.348961821835231,1.6744809109176155,1.6744809109176155,0.0,0.0,0.0,0.0,0.0
218,mcgrath-oconnor-new-atheism-failure-2023,Has New Atheism Failed? Alister McGrath vs. Alex O'Connor,https://www.youtube.com/watch?v=MNZaLudTSgg,later,"Religion, culture & meaning",False,Alister McGrath,Alex O'Connor,4854,6242,226,5554,16876,3,"Reviewed all supplied events E0–E2576. Attribution follows conversational context, including where anchors span speaker changes. U marks events containing inseparable speaker transitions. The transcript contains omissions and apparent transcription errors; quotations preserve its wording. No audio or external sources were consulted. Reported opponents' slogans and conversion narratives are not treated automatically as the speakers' own proofs.",0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6020506247997437,0.0
219,shermer-mcgrath-god-imagination-2017,Is God a Figment of Our Imagination? Michael Shermer vs. Alister McGrath,https://www.youtube.com/watch?v=eScykHWO4LY,later,General theism & naturalism,True,Alister McGrath,Michael Shermer,7676,10773,413,1406,20268,0,"Reviewed all supplied events E0–E2980. Annotation uses only the retained transcript, which contains transcription errors, unmarked interruptions, and some events combining speakers. U marks those inseparable transitions; quotations preserve the supplied wording. No edited teaser replays were identifiable.",0,0,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.92824654228163,0.0,0.0,0.92824654228163,0.0
220,hirsi-ali-oconnor-christian-conversion-2024,Does Christian Conversion Establish Truth? Ayaan Hirsi Ali vs. Alex O'Connor,https://www.youtube.com/watch?v=rEXymLAqqIs,later,"Scripture, revelation & doctrine",True,Ayaan Hirsi Ali,Alex O'Connor,6549,2346,300,632,9827,0,"Reviewed all supplied events E0–E1430. Attribution follows conversational turns, not ideology. U marks event-sized speaker transitions that cannot be separated within the supplied units; brief backchannels do not displace an otherwise identifiable substantive speaker. The transcript contains apparent transcription errors and supplies no audio for resolving them. Quotations preserve its wording. Findings concern rhetorical use, not the truth of religious or political positions.",0,0,0,4,2,0,0,0,0,0,0,0,0.0,0.0,0.0,6.107802717972209,3.0539013589861046,0.0,0.0,0.0,0.0,0.0
222,lennox-shermer-god-existence-2008,Does God Exist? John Lennox vs. Michael Shermer,https://www.youtube.com/watch?v=y_OPWiXbSDA,later,General theism & naturalism,True,John Lennox,Michael Shermer,7221,5930,486,1236,14873,0,"Reviewed all supplied events E0–E2213. The transcript contains substantial transcription errors, unmarked speaker changes, and events combining speakers; quotations preserve its wording. U marks unresolved or inseparably mixed events. No identifiable edited teaser replay appears in the supplied text. Attribution concerns the retained transcript only.",2,0,0,2,0,2,0,0,1,2,1,0,2.7696994876055947,0.0,0.0,2.7696994876055947,0.0,0.0,0.0,1.6863406408094435,3.372681281618887,1.6863406408094435
223,collins-dawkins-science-belief-god-2022,Science and Belief in God: Francis Collins vs. Richard Dawkins,https://www.youtube.com/watch?v=SQ3EU58AzFs,later,"Cosmology, science & design",True,Francis Collins,Richard Dawkins,4718,4867,596,4695,14876,3,"Reviewed all supplied events E0–E2447. Attribution uses the transcript's turn structure and identification anchors, not ideology. U marks event-level mixtures or genuinely uncertain turns; O includes relevant moderator questions as well as excluded material. The unlabelled transcript contains transcription errors and several mid-event speaker changes. No audio or external sources were consulted. Findings concern rhetorical use, not factual verification or debate scoring.",1,0,0,1,1,1,1,0,0,2,1,1,2.11954217888936,0.0,0.0,2.11954217888936,2.11954217888936,2.054653790836244,0.0,0.0,4.109307581672488,2.054653790836244
227,oldfield-marriott-meaning-without-god-2026,Is God the Answer to Our Meaning Crisis? Elizabeth Oldfield vs. James Marriott,https://www.youtube.com/watch?v=z1cYq2X67PY,later,"Religion, culture & meaning",False,Elizabeth Oldfield,James Marriott,6349,7087,594,5175,19205,1,"Reviewed E0–E3157. Attribution follows conversational context rather than viewpoint. The transcript lacks reliable speaker labels and sometimes combines speakers within an event; these events are marked U where separation is impossible. O includes unrelated biography, housekeeping, advertisements, and editorial replay. Quotations preserve transcription errors. Findings concern particular uses, not the truth of either worldview.",0,0,0,2,1,0,0,0,0,1,0,0,0.0,0.0,0.0,3.1501023783272957,1.5750511891636478,0.0,0.0,0.0,1.4110342881332016,0.0
228,ehrman-evans-new-testament-misquote-jesus-2010,Does the New Testament Misquote Jesus? Bart Ehrman vs. Craig Evans,https://www.youtube.com/watch?v=L7gmgdk9qG8,later,"Scripture, revelation & doctrine",False,Craig Evans,Bart Ehrman,5928,6529,156,956,13569,0,"Reviewed all supplied events E0–E2061. The transcript contains transcription errors and apparent rearrangements: E915 splices Evans's eyewitness answer into Ehrman's textual-variant discussion; E1377 resumes Evans's interrupted answer; E1847 resumes Ehrman's closing discussion. These are not demonstrable teaser replays. Attribution follows the supplied order. U marks events containing speech from both a primary speaker and another speaker, or an apparent splice between primary speakers. No unsupported slogan was confirmed.",0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.531628120692296,0.0,0.0
232,goff-oppy-finite-theism-naturalism-2026,Philip Goff vs Graham Oppy: Is Finite Theism Preferable to Naturalism?,https://www.youtube.com/watch?v=u9ZuXmpod0Q,later,General theism & naturalism,True,Philip Goff,Graham Oppy,9660,4753,51,4101,18565,0,"Reviewed all supplied events E0–E2810. Attribution uses conversational context, not ideological inference. The transcript contains transcription errors, ambiguous acknowledgments, and several events crossing speaker boundaries; these limit exact attribution without audio. Displayed equations are not reproduced. No confirmed or genuinely unresolved unsupported-slogan or criticism-protection episode remained after considering supporting arguments and later qualifications. Reported third-party statements are not treated as the primary speakers' endorsements.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,dawkins-mcgrath-christianity-reason-evidence-2006,Richard Dawkins vs Alister McGrath: Is Christianity Rational?,https://www.youtube.com/watch?v=bLdsRfkkTf4,later,General theism & naturalism,True,Alister McGrath,Richard Dawkins,6570,5625,70,370,12635,0,"Reviewed all supplied events E0–E1998. Attribution follows conversational turns, with U for events containing inseparable speaker changes. The transcript includes production interruptions and restarted answers; these are not demonstrably edited teaser replays. Text alone cannot resolve every brief interjection or verify historical and scientific assertions.",0,0,2,3,1,0,0,0,0,0,0,0,0.0,0.0,3.0441400304414,4.566210045662101,1.5220700152207,0.0,0.0,0.0,0.0,0.0
237,licona-ehrman-historians-prove-resurrection-2008,Michael Licona vs Bart Ehrman: Can Historians Prove the Resurrection?,https://www.youtube.com/watch?v=MP05c_EvgZ0,later,Resurrection & historical evidence,True,Michael Licona,Bart Ehrman,8219,8804,262,2433,19718,0,"Reviewed all supplied events E0–E1199. The transcript contains apparent transcription errors and several events combining speaker turns; these limit precise attribution. No identifiable edited replay spans were found. Quotations preserve supplied wording. Findings concern claim use, not the truth of either speaker's conclusions.",0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.543389368468878,0.0,0.0
238,knechtle-dillahunty-christianity-rational-2023,Stuart Knechtle vs Matt Dillahunty: Is Christianity Rational?,https://www.youtube.com/watch?v=d0S_Ul-kRwQ,later,General theism & naturalism,True,Stuart Knechtle,Matt Dillahunty,8290,11436,695,6110,26531,0,"Reviewed all supplied events E0–E4022, using only the transcript. Apparent transcription errors, missing words, and turns sharing an event limit attribution and interpretation; inseparably mixed events are U. O includes audience questions read aloud and non-substantive banter, regardless of who voices them. The source reports technical interruptions and a truncated Q&A at E3686–E3696; completeness here concerns the supplied text, not the original recording. No edited teaser replay was identifiable.",2,0,4,2,3,1,1,0,0,2,2,1,2.4125452352231602,0.0,4.8250904704463204,2.4125452352231602,3.6188178528347406,0.8744316194473593,0.0,0.0,1.7488632388947185,1.7488632388947185
239,harris-peterson-religious-narrative-morality-2018,Jordan Peterson vs Sam Harris: Can Religious Narratives Ground Morality and Meaning?,https://www.youtube.com/watch?v=GEf6X-FueMo,later,"Religion, culture & meaning",False,Jordan Peterson,Sam Harris,6982,10669,1916,3828,23395,0,"Reviewed all supplied events E0–E3344. This is an unlabelled, error-prone transcript; several events contain overlapping turns or speaker changes. U marks those boundaries where a single attribution would be misleading. Brief acknowledgments remain with an otherwise identifiable substantive turn. No edited teaser replay was identifiable. Opening summaries describe the previous discussion but are live substantive speech.",1,0,0,0,0,0,0,0,0,0,0,0,1.4322543683758235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,ward-law-god-existence-2015,Keith Ward vs Stephen Law: Does God Exist?,https://www.youtube.com/watch?v=ll_6JtbQtHU,later,General theism & naturalism,True,Keith Ward,Stephen Law,4089,3941,153,1797,9980,0,"Reviewed all supplied events, E0–E1445. Attribution follows turn context and identification anchors, not ideology. The transcript contains substantial transcription errors, missing words, and several within-event speaker transitions; these limit certainty about some brief exchanges. No edited teaser replay was identifiable from the supplied text.",0,0,0,2,2,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8911714355588165,4.8911714355588165,0.0,0.0,0.0,0.0,0.0
243,aron-ra-slick-christianity-2014,Matt Slick vs Aron Ra: Is Christianity True?,https://www.youtube.com/watch?v=1MwqFMO0Lqw,later,General theism & naturalism,True,Matt Slick,Aron Ra,6413,8501,938,2174,18026,0,"Reviewed E0–E2019. Attribution follows conversational context rather than the supplied anchors, several of which include both speakers. U marks mixed or materially ambiguous events, especially where transcription deteriorates. E1174–E1196 appear to be a duplicated transcript loop; the text alone cannot establish an editorial replay, so they are not counted as renewed episodes. Post-departure discussion is retained: identifiable substantive speech by Slick is B, other participants are O.",4,3,6,0,0,1,1,0,0,3,2,1,6.237330422579136,4.677997816934352,9.355995633868703,0.0,0.0,1.1763321962122104,0.0,0.0,3.528996588636631,2.352664392424421
244,jones-schmid-contingency-god-2022,Michael Jones vs Joseph Schmid: Does the Contingency Argument Support God?,https://www.youtube.com/watch?v=mSxDzyox0CA,later,"Cosmology, science & design",True,Michael Jones,Joseph Schmid,7020,8763,161,4589,20533,0,"Reviewed all supplied events E0–E3027. The transcript contains recognition errors, missing speaker labels, and several events spanning speaker changes; these mixed events are marked U where substantive speech is involved. Attribution follows conversational context rather than treating identification anchors as uninterrupted turns. No confirmed or genuinely uncertain qualifying slogan or criticism-protection episode was identified. Disputed premises, tentative analogies, and explanatory gaps were not treated as slogans. No identifiable edited teaser replays occur in the supplied text.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,goff-folley-consciousness-mysticism-fine-tuning-2026,"Philip Goff vs Joe Folley: Consciousness, Mystical Experience, and Fine-Tuning",https://www.youtube.com/watch?v=DB2BuBqAMIs,later,"Mind, reason & logic",True,Philip Goff,Joe Folley,14540,9053,89,480,24162,0,"Reviewed all supplied events E0–E3591. The transcript contains transcription errors, uncertain turn markers, and several events spanning speaker changes; no audio was supplied for resolving these. No confirmed or genuinely uncertain qualifying slogan or protective episode was identified after considering supporting arguments and later qualifications. E3325–E3330 is an editorial update, not a replay.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,pine-schmid-divine-simplicity-2021,Gregory Pine vs Joseph Schmid: Is Divine Simplicity True?,https://www.youtube.com/watch?v=uhke5_tk6N0,later,"Scripture, revelation & doctrine",False,Gregory Pine,Joseph Schmid,11303,9953,8,3762,25026,0,"Reviewed all supplied events E0–E3651. Attribution follows conversational context rather than presumed ideology; E2539 finishes A's question, despite the supplied B anchor. The transcript contains recognition errors and occasional ambiguous interjections, and no audio was supplied for verification. No identifiable edited teaser replay appears.",0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.8847208705653367,0.8847208705653367,0.0,0.0,0.0,0.0,0.0
247,folley-scrivener-good-without-god-2025,Joe Folley vs Glen Scrivener: Goodness Without God,https://www.youtube.com/watch?v=4Foy83uTsBQ,later,Morality & moral foundations,True,Glen Scrivener,Joe Folley,4814,5637,216,1180,11847,0,"Reviewed all supplied events E0–E1687. Attribution follows conversational continuity and the supplied anchors, not ideological content. The transcript contains substantial recognition errors, no explicit speaker labels, and several events crossing speaker changes; these are marked U where inseparable. Quotations preserve the supplied text. No identifiable edited replay was found: the opening presentation continues into the debate rather than repeating later speech.",0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.077274615704196,0.0,0.0,0.0,0.0,0.0,0.0
248,tomaszewski-schmid-classical-theism-monotheism-2020,Christopher Tomaszewski vs Joe Schmid: Classical Theism and Monotheism,https://www.youtube.com/watch?v=_6kdwlkceRA,later,"Scripture, revelation & doctrine",False,Christopher Tomaszewski,Joseph Schmid,8885,9575,5,1313,19778,0,"Reviewed all supplied events E0–E3160. Attribution follows conversational context as well as the supplied anchors. The transcript contains transcription errors, incomplete phrases, and a few uncertain brief interjections; no audio was supplied for verification. Referenced blog posts, videos, and historical texts were not supplied. No confirmed or genuinely uncertain unsupported-slogan or explicit criticism-protection episodes were identified. Disputed definitions, metaphysical premises, and appeals to orthodox doctrine occur within arguments that supply reasons and qualifications.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,anderson-jump-logic-belief-god-2020,James Anderson vs Tom Jump: Logic and Belief in God,https://www.youtube.com/watch?v=q6-57NNo5fA,later,"Mind, reason & logic",True,James Anderson,Tom Jump,9639,4243,1399,353,15634,0,"Reviewed all supplied events E0–E2265. This appears to be an automatically transcribed conversation, with transcription errors and frequent speaker changes inside individual events. U marks those inseparably mixed events; attribution follows conversational context rather than ideology. No edited teaser replays were identifiable. No confirmed or genuinely uncertain qualifying slogan or protection episodes were identified: the repeated formulations occur within developed, disputed arguments and subsequent qualifications.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,oconnor-baker-hytch-evil-god-challenge-2021,Alex O'Connor vs Max Baker-Hytch: Could God Be Evil?,https://www.youtube.com/watch?v=T1EwbFlV2XU,later,"Evil, suffering & hiddenness",True,Max Baker-Hytch,Alex O'Connor,6154,8635,174,1841,16804,0,"Reviewed all supplied events E0–E2757. Attribution uses the transcript and conversational context; no audio was consulted. Several events combine a speaker change or overlapping acknowledgments and are marked U. Transcription errors and missing words limit precision. No confirmed unsupported slogans or sufficiently established criticism-protection episodes were identified. Definitions, hypothetical reversals, and disputed philosophical premises were assessed in their wider arguments.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,jones-oconnor-evil-suffering-2020,Michael Jones vs Alex O'Connor: Would a loving God allow the evil and suffering found in our world?,https://www.youtube.com/watch?v=hNF9bTESZwE,later,"Evil, suffering & hiddenness",True,Michael Jones,Alex O'Connor,9925,12690,251,4358,27224,0,"Reviewed all supplied events, E0–E3865. The transcript contains substantial transcription errors and several within-event speaker changes; inseparably mixed substantive turns are marked U. Attribution follows conversational context, not ideology. No edited teaser replays were identifiable. External videos and publications mentioned by speakers were unavailable as supporting evidence.",2,2,8,6,6,2,0,0,0,0,0,0,2.0151133501259446,2.0151133501259446,8.060453400503778,6.045340050377834,6.045340050377834,0.0,0.0,0.0,0.0,0.0
253,clifton-sechler-divine-hiddenness-hell-2022,Zac Sechler vs Scott Clifton: Is Christian belief in a loving God plausible despite divine hiddenness and the prospect of hell?,https://www.youtube.com/watch?v=0Yg-YpvuteM,later,"Evil, suffering & hiddenness",True,Zac Sechler,Scott Clifton,6164,7319,7,2666,16156,0,"Reviewed all supplied events, E0–E2409. Attribution follows conversational turns and the supplied anchors, not ideology. Brief acknowledgments remain with their identifiable speakers within substantive discussion. Introductions, unrelated biography, housekeeping, and closing pleasantries are O. The transcript lacks speaker labels and contains apparent transcription errors; a few interrupted fragments remain U. No edited teaser replay was identifiable.",0,0,0,2,2,0,0,0,0,0,0,0,0.0,0.0,0.0,3.244646333549643,3.244646333549643,0.0,0.0,0.0,0.0,0.0
