debate_number,debate_id,title,label,motion,side,speaker,opponent,score,opponent_score,cohort,margin,generation_adjusted_score
205,horn-watkins-god-existence-2021,Does God Exist? Trent Horn vs. Ben Watkins (2021),Cumulative theism and divine imperfection,Does God exist?,pro,Trent Horn,Ben Watkins,71,75,standalone,-4,73.66588050314465
205,horn-watkins-god-existence-2021,Does God Exist? Trent Horn vs. Ben Watkins (2021),Cumulative theism and divine imperfection,Does God exist?,con,Ben Watkins,Trent Horn,75,71,standalone,4,77.66588050314465
206,williams-dawkins-god-science-reality-2026,"God, Science and the Poetry of Reality: Rowan Williams vs. Richard Dawkins (2026)","God, science, and the poetry of reality",What best explains the poetry of reality: God or science?,pro,Rowan Williams,Richard Dawkins,76,77,standalone,-1,78.66588050314465
206,williams-dawkins-god-science-reality-2026,"God, Science and the Poetry of Reality: Rowan Williams vs. Richard Dawkins (2026)","God, science, and the poetry of reality",What best explains the poetry of reality: God or science?,con,Richard Dawkins,Rowan Williams,77,76,standalone,1,79.66588050314465
207,peterson-dawkins-memes-archetypes-truth-2024,"Memes, Archetypes, and Religious Truth: Jordan Peterson vs. Richard Dawkins (2024)","Memes, archetypes, and religious truth",Do archetypes and religious narratives convey truths that factual naturalism misses?,pro,Jordan Peterson,Richard Dawkins,74,86,standalone,-12,76.66588050314465
207,peterson-dawkins-memes-archetypes-truth-2024,"Memes, Archetypes, and Religious Truth: Jordan Peterson vs. Richard Dawkins (2024)","Memes, archetypes, and religious truth",Do archetypes and religious narratives convey truths that factual naturalism misses?,con,Richard Dawkins,Jordan Peterson,86,74,standalone,12,88.66588050314465
208,vela-jones-divine-hiddenness-christian-love-2023,Divine Hiddenness and Christian Love: Tyler Vela vs. Michael Jones (2023),Divine hiddenness and Christian love,Is divine hiddenness compatible with Christianity’s claim that God is perfectly loving?,pro,Tyler Vela,Michael Jones,83,78,standalone,5,85.66588050314465
208,vela-jones-divine-hiddenness-christian-love-2023,Divine Hiddenness and Christian Love: Tyler Vela vs. Michael Jones (2023),Divine hiddenness and Christian love,Is divine hiddenness compatible with Christianity’s claim that God is perfectly loving?,con,Michael Jones,Tyler Vela,78,83,standalone,-5,80.66588050314465
209,oconnor-ruegger-divine-hiddenness-loving-god-2022,Divine Hiddenness and a Loving God: Alex O'Connor vs. Lukas Ruegger (2022),Divine hiddenness and a loving God,Does divine hiddenness make the existence of a perfectly loving God unlikely?,pro,Alex O'Connor,Lukas Ruegger,85,75,standalone,10,87.66588050314465
209,oconnor-ruegger-divine-hiddenness-loving-god-2022,Divine Hiddenness and a Loving God: Alex O'Connor vs. Lukas Ruegger (2022),Divine hiddenness and a loving God,Does divine hiddenness make the existence of a perfectly loving God unlikely?,con,Lukas Ruegger,Alex O'Connor,75,85,standalone,-10,77.66588050314465
210,paterson-schmid-divine-hiddenness-relationship-2026,Divine Hiddenness and Religious Evidence: Joe Schmid vs. Dan Paterson (2026),"Divine hiddenness, relationship, and religious evidence",Does divine hiddenness provide significant evidence against a perfectly loving God?,pro,Joseph Schmid,Dan Paterson,88,83,standalone,5,90.66588050314465
210,paterson-schmid-divine-hiddenness-relationship-2026,Divine Hiddenness and Religious Evidence: Joe Schmid vs. Dan Paterson (2026),"Divine hiddenness, relationship, and religious evidence",Does divine hiddenness provide significant evidence against a perfectly loving God?,con,Dan Paterson,Joseph Schmid,83,88,standalone,-5,85.66588050314465
211,baggini-baker-hytch-divine-hiddenness-2025,Divine Hiddenness and Evidential Ambiguity: Julian Baggini vs. Max Baker-Hytch (2025),"Divine hiddenness, evidential ambiguity, and belief",Does divine hiddenness provide good evidence against God's existence?,pro,Julian Baggini,Max Baker-Hytch,80,82,standalone,-2,82.66588050314465
211,baggini-baker-hytch-divine-hiddenness-2025,Divine Hiddenness and Evidential Ambiguity: Julian Baggini vs. Max Baker-Hytch (2025),"Divine hiddenness, evidential ambiguity, and belief",Does divine hiddenness provide good evidence against God's existence?,con,Max Baker-Hytch,Julian Baggini,82,80,standalone,2,84.66588050314465
212,craig-carrier-resurrection-2009,Resurrection Evidence and Naturalistic Alternatives: William Lane Craig vs. Richard Carrier (2009),"Resurrection evidence, Gospel sources, and natural explanations",Did Jesus rise from the dead?,pro,William Lane Craig,Richard Carrier,80,80,standalone,0,82.66588050314465
212,craig-carrier-resurrection-2009,Resurrection Evidence and Naturalistic Alternatives: William Lane Craig vs. Richard Carrier (2009),"Resurrection evidence, Gospel sources, and natural explanations",Did Jesus rise from the dead?,con,Richard Carrier,William Lane Craig,80,80,standalone,0,82.66588050314465
213,peterson-zizek-capitalism-marxism-happiness-2019,"Capitalism, Marxism, and Human Happiness: Jordan Peterson vs. Slavoj Žižek (2019)","Capitalism, Marxism, and human happiness",Does capitalism provide a greater opportunity for human happiness than Marxism?,pro,Jordan Peterson,Slavoj Žižek,75,78,standalone,-3,77.66588050314465
213,peterson-zizek-capitalism-marxism-happiness-2019,"Capitalism, Marxism, and Human Happiness: Jordan Peterson vs. Slavoj Žižek (2019)","Capitalism, Marxism, and human happiness",Does capitalism provide a greater opportunity for human happiness than Marxism?,con,Slavoj Žižek,Jordan Peterson,78,75,standalone,3,80.66588050314465
214,pageau-woodford-metaphorical-truth-2020,Metaphorical Truth and Religious Patterns: Jonathan Pageau vs. Stephen Woodford (2020),Metaphorical truth and religious patterns,Do religious patterns disclose enduring truths that should guide contemporary life?,pro,Jonathan Pageau,Stephen Woodford,74,78,standalone,-4,76.66588050314465
214,pageau-woodford-metaphorical-truth-2020,Metaphorical Truth and Religious Patterns: Jonathan Pageau vs. Stephen Woodford (2020),Metaphorical truth and religious patterns,Do religious patterns disclose enduring truths that should guide contemporary life?,con,Stephen Woodford,Jonathan Pageau,78,74,standalone,4,80.66588050314465
215,horn-oconnor-christian-belief-2022,Why Be a Christian? Trent Horn vs. Alex O'Connor (2022),Christian belief and skeptical objections,Does the available evidence warrant Christian belief?,pro,Trent Horn,Alex O'Connor,74,84,standalone,-10,76.66588050314465
215,horn-oconnor-christian-belief-2022,Why Be a Christian? Trent Horn vs. Alex O'Connor (2022),Christian belief and skeptical objections,Does the available evidence warrant Christian belief?,con,Alex O'Connor,Trent Horn,84,74,standalone,10,86.66588050314465
216,harris-wolpe-religion-science-2007,"Religion, Science, and Meaning: Sam Harris vs. David Wolpe (2007)",Religious faith and secular naturalism,Does religion provide justified knowledge and meaning beyond science?,pro,Rabbi David Wolpe,Sam Harris,68,83,standalone,-15,70.66588050314465
216,harris-wolpe-religion-science-2007,"Religion, Science, and Meaning: Sam Harris vs. David Wolpe (2007)",Religious faith and secular naturalism,Does religion provide justified knowledge and meaning beyond science?,con,Sam Harris,Rabbi David Wolpe,83,68,standalone,15,85.66588050314465
217,douthat-oconnor-religious-belief-obligation-2026,Religious Belief as an Obligation: Ross Douthat vs. Alex O'Connor (2026),Religious belief and evidential obligation,Does the available evidence make religious belief an obligation?,pro,Ross Douthat,Alex O'Connor,69,84,standalone,-15,71.66588050314465
217,douthat-oconnor-religious-belief-obligation-2026,Religious Belief as an Obligation: Ross Douthat vs. Alex O'Connor (2026),Religious belief and evidential obligation,Does the available evidence make religious belief an obligation?,con,Alex O'Connor,Ross Douthat,84,69,standalone,15,86.66588050314465
218,mcgrath-oconnor-new-atheism-failure-2023,Has New Atheism Failed? Alister McGrath vs. Alex O'Connor (2023),New Atheism and its legacy,Has New Atheism failed?,pro,Alister McGrath,Alex O'Connor,73,83,standalone,-10,75.66588050314465
218,mcgrath-oconnor-new-atheism-failure-2023,Has New Atheism Failed? Alister McGrath vs. Alex O'Connor (2023),New Atheism and its legacy,Has New Atheism failed?,con,Alex O'Connor,Alister McGrath,83,73,standalone,10,85.66588050314465
219,shermer-mcgrath-god-imagination-2017,Is God a Figment of Our Imagination? Michael Shermer vs. Alister McGrath (2017),"God, imagination, and explanatory evidence",Is God a figment of our imagination?,pro,Michael Shermer,Alister McGrath,77,72,standalone,5,79.66588050314465
219,shermer-mcgrath-god-imagination-2017,Is God a Figment of Our Imagination? Michael Shermer vs. Alister McGrath (2017),"God, imagination, and explanatory evidence",Is God a figment of our imagination?,con,Alister McGrath,Michael Shermer,72,77,standalone,-5,74.66588050314465
220,hirsi-ali-oconnor-christian-conversion-2024,Does Christian Conversion Establish Truth? Ayaan Hirsi Ali vs. Alex O'Connor (2024),"Christian conversion, truth, and cultural value",Do personal transformation and Christianity's cultural value justify belief that Christianity is true?,pro,Ayaan Hirsi Ali,Alex O'Connor,71,83,standalone,-12,73.66588050314465
220,hirsi-ali-oconnor-christian-conversion-2024,Does Christian Conversion Establish Truth? Ayaan Hirsi Ali vs. Alex O'Connor (2024),"Christian conversion, truth, and cultural value",Do personal transformation and Christianity's cultural value justify belief that Christianity is true?,con,Alex O'Connor,Ayaan Hirsi Ali,83,71,standalone,12,85.66588050314465
221,huemer-loeb-moral-realism-2022,Is Moral Realism Better Supported? Michael Huemer vs. Don Loeb (2022),"Moral realism, intuition, and disagreement",Is stance-independent moral realism better supported than moral anti-realism?,pro,Michael Huemer,Don Loeb,80,82,standalone,-2,82.66588050314465
221,huemer-loeb-moral-realism-2022,Is Moral Realism Better Supported? Michael Huemer vs. Don Loeb (2022),"Moral realism, intuition, and disagreement",Is stance-independent moral realism better supported than moral anti-realism?,con,Don Loeb,Michael Huemer,82,80,standalone,2,84.66588050314465
222,lennox-shermer-god-existence-2008,Does God Exist? John Lennox vs. Michael Shermer (2008),"God, evidence, and scientific explanation",Does God exist?,pro,John Lennox,Michael Shermer,76,81,standalone,-5,78.66588050314465
222,lennox-shermer-god-existence-2008,Does God Exist? John Lennox vs. Michael Shermer (2008),"God, evidence, and scientific explanation",Does God exist?,con,Michael Shermer,John Lennox,81,76,standalone,5,83.66588050314465
223,collins-dawkins-science-belief-god-2022,Science and Belief in God: Francis Collins vs. Richard Dawkins (2022),Scientific understanding and belief in God,Does scientific understanding leave rational grounds for belief in God?,pro,Francis Collins,Richard Dawkins,76,83,standalone,-7,78.66588050314465
223,collins-dawkins-science-belief-god-2022,Science and Belief in God: Francis Collins vs. Richard Dawkins (2022),Scientific understanding and belief in God,Does scientific understanding leave rational grounds for belief in God?,con,Richard Dawkins,Francis Collins,83,76,standalone,7,85.66588050314465
224,hossenfelder-kastrup-superdeterminism-2022,Is Superdeterminism Scientifically Justified? Sabine Hossenfelder vs. Bernardo Kastrup (2022),"Superdeterminism, statistical independence, and measurement",Does superdeterminism provide a scientifically justified route to resolving quantum mechanics’ measurement problem?,pro,Sabine Hossenfelder,Bernardo Kastrup,85,82,standalone,3,87.66588050314465
224,hossenfelder-kastrup-superdeterminism-2022,Is Superdeterminism Scientifically Justified? Sabine Hossenfelder vs. Bernardo Kastrup (2022),"Superdeterminism, statistical independence, and measurement",Does superdeterminism provide a scientifically justified route to resolving quantum mechanics’ measurement problem?,con,Bernardo Kastrup,Sabine Hossenfelder,82,85,standalone,-3,84.66588050314465
225,kastrup-jump-analytic-idealism-materialism-2023,Does Analytic Idealism Explain Consciousness Better? Bernardo Kastrup vs. Tom Jump (2023),Analytic idealism and materialist explanation,Does analytic idealism explain consciousness and reality better than materialism?,pro,Bernardo Kastrup,Tom Jump,83,80,standalone,3,85.66588050314465
225,kastrup-jump-analytic-idealism-materialism-2023,Does Analytic Idealism Explain Consciousness Better? Bernardo Kastrup vs. Tom Jump (2023),Analytic idealism and materialist explanation,Does analytic idealism explain consciousness and reality better than materialism?,con,Tom Jump,Bernardo Kastrup,80,83,standalone,-3,82.66588050314465
226,horn-white-purgatory-2024,Is the Doctrine of Purgatory True? Trent Horn vs. James White (2024),Purgatory and postmortem purification,Is the doctrine of purgatory true?,pro,Trent Horn,James White,79,80,standalone,-1,81.66588050314465
226,horn-white-purgatory-2024,Is the Doctrine of Purgatory True? Trent Horn vs. James White (2024),Purgatory and postmortem purification,Is the doctrine of purgatory true?,con,James White,Trent Horn,80,79,standalone,1,82.66588050314465
227,oldfield-marriott-meaning-without-god-2026,Is God the Answer to Our Meaning Crisis? Elizabeth Oldfield vs. James Marriott (2026),"God, secular life, and meaning",Is life's meaning ultimately grounded in God or humanly generated within a meaningless universe?,pro,Elizabeth Oldfield,James Marriott,75,78,standalone,-3,77.66588050314465
227,oldfield-marriott-meaning-without-god-2026,Is God the Answer to Our Meaning Crisis? Elizabeth Oldfield vs. James Marriott (2026),"God, secular life, and meaning",Is life's meaning ultimately grounded in God or humanly generated within a meaningless universe?,con,James Marriott,Elizabeth Oldfield,78,75,standalone,3,80.66588050314465
228,ehrman-evans-new-testament-misquote-jesus-2010,Does the New Testament Misquote Jesus? Bart Ehrman vs. Craig Evans (2010),New Testament reliability and Jesus,Does the New Testament misquote Jesus?,pro,Bart Ehrman,Craig Evans,85,83,standalone,2,87.66588050314465
228,ehrman-evans-new-testament-misquote-jesus-2010,Does the New Testament Misquote Jesus? Bart Ehrman vs. Craig Evans (2010),New Testament reliability and Jesus,Does the New Testament misquote Jesus?,con,Craig Evans,Bart Ehrman,83,85,standalone,-2,85.66588050314465
